,岗位,公司,薪资,位置,公司性质,规模,工作领域,福利,学历,最低薪资,最高薪资,平均薪资
9310,焊接机器人操作工,长春近江汽车零部件有限公司,"[6.0, 8.0, 7.0]",长春-高新技术产业开发区,民营公司,150-500人,['汽车'],"['包吃', '包住宿', '节日福利', '年终奖金', '五险', '带薪年假', '免费班车']","""中专""",6.0,8.0,7.0
9311,销售工程师,长春建胜科技有限公司,"[4.0, 10.0, 7.0]",长春,民营公司,50-150人,['汽车'],"['五险一金', '专业培训', '餐饮补贴', '周末双休']",[''],4.0,10.0,7.0
9312,项目助理,长春建胜科技有限公司,"[4.0, 5.0, 4.5]",长春,民营公司,50-150人,['汽车'],"['五险一金', '餐饮补助', '年底效益奖金', '免费体检', '平行化管理']","""大专""",4.0,5.0,4.5
9313,电气工程师,长春建胜科技有限公司,"[5.0, 10.0, 7.5]",长春,民营公司,50-150人,['汽车'],"['五险一金', '餐饮补贴', '绩效奖金', '专业培训', '通讯补贴', '定期体检']","""大专""",5.0,10.0,7.5
9314,高级电气工程师,长春建胜科技有限公司,"[10.0, 14.0, 12.0]",长春,民营公司,50-150人,['汽车'],"['五险一金', '餐饮补贴', '绩效奖金', '专业培训', '定期体检']","""大专""",10.0,14.0,12.0
9315,业务员,长春建胜科技有限公司,"[4.0, 18.0, 11.0]",长春,民营公司,50-150人,['汽车'],"['周末双休', '五险一金', '加班补贴', '通讯补贴', '餐饮补贴', '交通补贴', '绩效奖金']",[''],4.0,18.0,11.0
9316,业务员,长春建胜科技有限公司,"[4.0, 18.0, 11.0]",长春,民营公司,50-150人,['汽车'],"['五险一金', '餐饮补贴', '绩效奖金', '专业培训', '定期体检']","""大专""",4.0,18.0,11.0
9317,web前程开发工程师,泛微软件长春运营中心,"[5.0, 7.0, 6.0]",长春-二道区,民营公司,50-150人,['计算机软件'],"['五险一金', '员工旅游', '通讯补贴', '交通补贴', '专业培训', '出国机会', '绩效奖金', '年终奖金', '定期体检']","""大专""",5.0,7.0,6.0
9318,美工,泛微软件长春运营中心,"[5.0, 7.0, 6.0]",长春-二道区,民营公司,50-150人,['计算机软件'],"['五险一金', '员工旅游', '通讯补贴', '交通补贴', '专业培训', '出国机会', '绩效奖金', '年终奖金', '定期体检']","""本科""",5.0,7.0,6.0
9319,客户经理,泛微软件长春运营中心,"[4.0, 7.0, 5.5]",长春-二道区,民营公司,50-150人,['计算机软件'],"['五险一金', '员工旅游', '通讯补贴', '交通补贴', '专业培训', '出国机会', '绩效奖金', '年终奖金', '定期体检']","""大专""",4.0,7.0,5.5
9320,城市经理,泛微软件长春运营中心,"[10.0, 12.0, 11.0]",长春-二道区,民营公司,50-150人,['计算机软件'],"['五险一金', '员工旅游', '通讯补贴', '交通补贴', '专业培训', '出国机会', '绩效奖金', '年终奖金', '定期体检']","""大专""",10.0,12.0,11.0
9321,项目经理-契约锁,泛微软件长春运营中心,"[12.0, 18.0, 15.0]",长春-二道区,民营公司,50-150人,['计算机软件'],"['五险一金', '员工旅游', '通讯补贴', '交通补贴', '专业培训', '出国机会', '绩效奖金', '年终奖金', '定期体检']","""本科""",12.0,18.0,15.0
9322,项目管培生,泛微软件长春运营中心,"[2.0, 4.0, 3.0]",长春-二道区,民营公司,50-150人,['计算机软件'],"['五险一金', '员工旅游', '通讯补贴', '交通补贴', '专业培训', '出国机会', '绩效奖金', '年终奖金', '定期体检']","""本科""",2.0,4.0,3.0
9323,EBU销售总经理,泛微软件长春运营中心,"[12.0, 18.0, 15.0]",长春-二道区,民营公司,50-150人,['计算机软件'],"['五险一金', '员工旅游', '专业培训', '通讯补贴', '出国机会', '绩效奖金', '年终奖金', '定期体检', '周末双休', '节日福利']","""大专""",12.0,18.0,15.0
9324,双休+电话销售,泛微软件长春运营中心,"[4.0, 5.0, 4.5]",长春-二道区,民营公司,50-150人,['计算机软件'],"['五险一金', '员工旅游', '专业培训', '通讯补贴', '出国机会', '绩效奖金', '年终奖金', '定期体检', '周末双休', '节日福利']","""大专""",4.0,5.0,4.5
9325,市场拓展专员,泛微软件长春运营中心,"[4.0, 5.0, 4.5]",长春-二道区,民营公司,50-150人,['计算机软件'],"['周末双休', '带薪年假', '五险一金', '绩效奖金', '节日福利', '定期体检', '出国游', '专业培训']","""大专""",4.0,5.0,4.5
9326,项目经理,泛微软件长春运营中心,"[10.0, 12.0, 11.0]",长春-二道区,民营公司,50-150人,['计算机软件'],"['五险一金', '员工旅游', '通讯补贴', '交通补贴', '专业培训', '出国机会', '绩效奖金', '年终奖金', '定期体检']","""本科""",10.0,12.0,11.0
9327,软件销售经理,泛微软件长春运营中心,"[10.0, 14.0, 12.0]",长春,民营公司,50-150人,['计算机软件'],"['五险一金', '弹性工作', '定期体检', '出国机会', '绩效奖金', '年终奖金', '员工旅游']","""大专""",10.0,14.0,12.0
9328,实施工程师,泛微软件长春运营中心,"[5.0, 7.0, 6.0]",长春-二道区,民营公司,50-150人,['计算机软件'],"['五险一金', '员工旅游', '绩效奖金', '出国机会', '专业培训', '定期体检', '通讯补贴', '交通补贴']","""大专""",5.0,7.0,6.0
9329,吉林省医院销售经理,山东京卫制药有限公司,"[5.0, 7.0, 6.0]",长春,合资,500-1000人,"['制药', '生物工程']","['交通补贴', '专业培训', '绩效奖金', '通讯补贴']","""大专""",5.0,7.0,6.0
9330,吉林省商务经理,山东京卫制药有限公司,"[5.0, 7.0, 6.0]",长春,合资,500-1000人,"['制药', '生物工程']","['交通补贴', '专业培训', '绩效奖金', '通讯补贴']","""大专""",5.0,7.0,6.0
9331,吉林省基层经理,山东京卫制药有限公司,"[5.0, 7.0, 6.0]",长春,合资,500-1000人,"['制药', '生物工程']","['交通补贴', '专业培训', '绩效奖金', '通讯补贴']","""大专""",5.0,7.0,6.0
9332,吉林省OTC经理,山东京卫制药有限公司,"[5.0, 7.0, 6.0]",长春,合资,500-1000人,"['制药', '生物工程']","['交通补贴', '专业培训', '绩效奖金', '通讯补贴']","""大专""",5.0,7.0,6.0
9333,商务代表,山东京卫制药有限公司,"[2.0, 4.0, 3.0]",长春,合资,500-1000人,"['制药', '生物工程']","['交通补贴', '通讯补贴', '绩效奖金', '专业培训']","""大专""",2.0,4.0,3.0
9334,大客户经理,辽宁恒力工程机械有限公司,"[7.0, 10.0, 8.5]",长春-经济技术开发区,外企代表处,150-500人,"['机械', '设备', '重工']","['五险一金', '免费班车', '员工旅游', '通讯补贴', '餐饮补贴', '绩效奖金']","""大专""",7.0,10.0,8.5
9335,人力资源部经理,吉林省佰家房屋中介有限公司,"[5.0, 7.0, 6.0]",长春-朝阳区,民营公司,,['房地产'],[''],"""3-4年经验""",5.0,7.0,6.0
9336,房产经纪人,吉林省佰家房屋中介有限公司,"[5.0, 12.0, 8.5]",长春-朝阳区,民营公司,,['房地产'],[''],"""在校生\应届生""",5.0,12.0,8.5
9337,房产中介,吉林省佰家房屋中介有限公司,"[10.0, 12.0, 11.0]",长春-朝阳区,民营公司,,['房地产'],[''],"""无需经验""",10.0,12.0,11.0
9338,房产销售,吉林省佰家房屋中介有限公司,"[10.0, 12.0, 11.0]",长春-朝阳区,民营公司,,['房地产'],[''],"""无需经验""",10.0,12.0,11.0
9339,测量放线员,吉林省众凯建筑工程有限公司,"[12.0, 14.0, 13.0]",长春-高新技术产业开发区,民营公司,50-150人,"['建筑', '建材', '工程']",[''],"""高中""",12.0,14.0,13.0
9340,工地安全员,吉林省众凯建筑工程有限公司,"[8.0, 12.0, 10.0]",长春-高新技术产业开发区,民营公司,50-150人,"['建筑', '建材', '工程']",[''],"""中专""",8.0,12.0,10.0
9341,工地质检员,吉林省众凯建筑工程有限公司,"[7.0, 10.0, 8.5]",长春-高新技术产业开发区,民营公司,50-150人,"['建筑', '建材', '工程']",[''],"""中专""",7.0,10.0,8.5
9342,土建技术员,吉林省众凯建筑工程有限公司,"[12.0, 14.0, 13.0]",长春-高新技术产业开发区,民营公司,50-150人,"['建筑', '建材', '工程']",[''],"""中专""",12.0,14.0,13.0
9343,会计,吉林省众凯建筑工程有限公司,"[6.0, 10.0, 8.0]",长春-高新技术产业开发区,民营公司,50-150人,"['建筑', '建材', '工程']",[''],"""大专""",6.0,10.0,8.0
9344,销售代表,吉林省深化装饰设计院有限公司,"[7.0, 10.0, 8.5]",长春-南关区,民营公司,少于50人,"['建筑', '建材', '工程']",[''],"""大专""",7.0,10.0,8.5
9345,焊接工程师,长铃集团有限公司,"[7.0, 10.0, 8.5]",长春,国企,500-1000人,['汽车'],"['带薪年假', '五险一金', '包吃', '免费班车', '节日福利', '交通补贴', '加班补贴', '补充医疗保险', '绩效奖金', '年终奖金']","""本科""",7.0,10.0,8.5
9346,销售专员,吉林澳奇机电集团有限公司,"[4.0, 6.0, 5.0]",长春-高新技术产业开发区,民营公司,50-150人,"['机械', '设备', '重工']","['五险', '年终奖金', '免费午餐', '节日福利', '绩效工资']","""3-4年经验""",4.0,6.0,5.0
9347,研发机械技术员,吉林省隆华测控股份有限公司,"[2.0, 5.0, 3.5]",长春,上市公司,50-150人,"['机械', '设备', '重工']","['五险一金', '年终奖金', '绩效奖金']","""大专""",2.0,5.0,3.5
9348,氩弧焊工,吉林省隆华测控股份有限公司,"[6.0, 7.0, 6.5]",长春,上市公司,50-150人,"['机械', '设备', '重工']","['周末双休', '五险一金', '节日福利', '包吃', '免费班车', '加班补贴']","""3-4年经验""",6.0,7.0,6.5
9349,电子装配工,吉林省隆华测控股份有限公司,"[2.0, 4.0, 3.0]",长春,上市公司,50-150人,"['机械', '设备', '重工']","['周末双休', '五险一金', '节日福利', '包吃', '免费班车', '加班补贴']","""2年经验""",2.0,4.0,3.0
9350,高铁检修工,长春世久轨道客车空调有限责任公司,"[5.0, 7.0, 6.0]",长春-高新技术产业开发区,合资,150-500人,"['机械', '设备', '重工']","['免费班车', '租房补贴', '定期体检', '五险', '年终奖金', '员工旅游']","""大专""",5.0,7.0,6.0
9351,销售总监（第三终端）,长春人民药业集团有限公司,"[12.0, 24.0, 18.0]",长春-经济技术开发区,民营公司,500-1000人,"['制药', '生物工程']","['五险一金', '免费班车', '餐饮补贴', '弹性工作', '绩效奖金']","""大专""",12.0,24.0,18.0
9352,销售总监,长春人民药业集团有限公司,"[12.0, 24.0, 18.0]",长春-经济技术开发区,民营公司,500-1000人,"['制药', '生物工程']","['五险一金', '免费班车', '餐饮补贴', '弹性工作', '绩效奖金']","""大专""",12.0,24.0,18.0
9353,省区经理,长春人民药业集团有限公司,"[7.0, 12.0, 9.5]",长春-经济技术开发区,民营公司,500-1000人,"['制药', '生物工程']","['五险一金', '免费班车', '餐饮补贴', '弹性工作', '绩效奖金']","""大专""",7.0,12.0,9.5
9354,招商专员,长春人民药业集团有限公司,"[4.0, 7.0, 5.5]",长春-经济技术开发区,民营公司,500-1000人,"['制药', '生物工程']","['五险一金', '免费班车', '餐饮补贴', '弹性工作', '绩效奖金']","""大专""",4.0,7.0,5.5
9355,市场推广专员,长春人民药业集团有限公司,"[2.0, 5.0, 3.5]",长春-经济技术开发区,民营公司,500-1000人,"['制药', '生物工程']","['五险一金', '免费班车', '餐饮补贴', '弹性工作', '绩效奖金']","""大专""",2.0,5.0,3.5
9356,产品专员,长春人民药业集团有限公司,"[4.0, 6.0, 5.0]",长春-经济技术开发区,民营公司,500-1000人,"['制药', '生物工程']","['五险一金', '免费班车', '餐饮补贴', '弹性工作', '绩效奖金']","""大专""",4.0,6.0,5.0
9357,实习生,长春一汽富晟李尔汽车座椅系统有限公司,"[2.0, 3.0, 2.5]",长春,合资,500-1000人,['汽车'],"['免费班车', '法定假期', '五险一金', '包吃', '绩效奖金', '全勤奖', '节日福利']","""本科""",2.0,3.0,2.5
9358,私人财富中心总经理(J11125),恒天财富长春分公司,"[24.0, 48.0, 36.0]",长春-南关区,合资,50-150人,"['金融', '投资', '证券']","['五险一金', '餐饮补贴', '通讯补贴', '交通补贴', '绩效奖金', '年终奖金', '弹性工作', '存续津贴', '出国机会', '业务拓展费']","""本科""",24.0,48.0,36.0
9359,项目主管,浙江抟原复合材料有限公司,"[10.0, 12.0, 11.0]",异地招聘,创业公司,50-150人,"['航天', '航空']",[''],"""本科""",10.0,12.0,11.0
9360,东北大区销售总监,卜蜂进出口贸易（上海）有限公司,"[12.0, 30.0, 21.0]",异地招聘,外资（非欧美）,1000-5000人,"['贸易', '进出口']","['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '定期体检', '出国机会', '年终奖金', '绩效奖金']","""大专""",12.0,30.0,21.0
9361,税务会计,长春长光宇航复合材料有限公司,"[5.0, 7.0, 6.0]",长春-高新技术产业开发区,民营公司,150-500人,"['航天', '航空']","['免费班车', '五险一金', '节日福利', '交通补贴', '通讯补贴', '定期体检', '年底奖金']","""本科""",5.0,7.0,6.0
9362,三方管理经理,京东物流-东北区域分公司,"[8.0, 18.0, 13.0]",异地招聘,民营公司,10000人以上,"['交通', '运输', '物流']",[''],"""大专""",8.0,18.0,13.0
9363,冷链销售岗（医药及生鲜方向）,京东物流-东北区域分公司,"[8.0, 18.0, 13.0]",异地招聘,民营公司,10000人以上,"['交通', '运输', '物流']",[''],"""大专""",8.0,18.0,13.0
9364,终端片区经理,京东物流-东北区域分公司,"[8.0, 18.0, 13.0]",异地招聘,民营公司,10000人以上,"['交通', '运输', '物流']",[''],"""本科""",8.0,18.0,13.0
9365,政府关系经理,京东物流-东北区域分公司,"[8.0, 18.0, 13.0]",异地招聘,民营公司,10000人以上,"['交通', '运输', '物流']",[''],"""本科""",8.0,18.0,13.0
9366,商务助理,三盟科技股份有限公司,"[5.0, 6.0, 5.5]",长春-净月经济开发区,上市公司,500-1000人,['计算机软件'],"['五险一金', '发展空间', '带薪年假', '朝9晚6', '员工体检']","""大专""",5.0,6.0,5.5
9367,采购支持专员（日语\订单）,佛吉亚（长春）汽车部件系统有限公司,"[5.0, 8.0, 6.5]",长春-净月经济开发区,外资（欧美）,150-500人,['汽车'],"['周末双休', '带薪年假', '五险一金', '绩效奖金', '节日福利', '交通补贴', '通讯补贴', '高温补贴', '补充医疗保险', '采暖补贴']","""本科""",5.0,8.0,6.5
9368,采购支持专员（订单管理方向）,佛吉亚（长春）汽车部件系统有限公司,"[4.0, 7.0, 5.5]",长春-净月经济开发区,外资（欧美）,150-500人,['汽车'],"['周末双休', '带薪年假', '五险一金', '绩效奖金', '节日福利', '交通补贴', '通讯补贴', '高温补贴', '补充医疗保险', '采暖补贴']","""本科""",4.0,7.0,5.5
9369,GBS销售支持专员,佛吉亚（长春）汽车部件系统有限公司,"[5.0, 6.0, 5.5]",长春-净月经济开发区,外资（欧美）,150-500人,['汽车'],"['周末双休', '带薪年假', '五险一金', '绩效奖金', '节日福利', '交通补贴', '通讯补贴', '高温补贴', '补充医疗保险', '采暖补贴']","""本科""",5.0,6.0,5.5
9370,销售支持专员（韩语\日语方向）,佛吉亚（长春）汽车部件系统有限公司,"[5.0, 8.0, 6.5]",长春-净月经济开发区,外资（欧美）,150-500人,['汽车'],"['周末双休', '带薪年假', '五险一金', '绩效奖金', '节日福利', '交通补贴', '通讯补贴', '高温补贴', '补充医疗保险', '采暖补贴']","""本科""",5.0,8.0,6.5
9371,GL--总账会计,佛吉亚（长春）汽车部件系统有限公司,"[7.0, 10.0, 8.5]",长春-净月经济开发区,外资（欧美）,150-500人,['汽车'],"['补充医疗保险', '五险一金', '定期体检', '员工旅游', '交通补贴', '通讯补贴', '绩效奖金', '年终奖金', '周末双休', '节日福利']","""本科""",7.0,10.0,8.5
9372,AR Accountant 应收会计（精通日语者优先）,佛吉亚（长春）汽车部件系统有限公司,"[5.0, 8.0, 6.5]",长春-净月经济开发区,外资（欧美）,150-500人,['汽车'],"['周末双休', '带薪年假', '五险一金', '绩效奖金', '节日福利', '交通补贴', '通讯补贴', '高温补贴', '补充医疗保险', '采暖补贴']","""本科""",5.0,8.0,6.5
9373,AP-应付会计,佛吉亚（长春）汽车部件系统有限公司,"[5.0, 6.0, 5.5]",长春-净月经济开发区,外资（欧美）,150-500人,['汽车'],"['周末双休', '带薪年假', '五险一金', '绩效奖金', '交通补贴']","""本科""",5.0,6.0,5.5
9374,AP Accountant 应付会计（精通日语者优先）,佛吉亚（长春）汽车部件系统有限公司,"[5.0, 8.0, 6.5]",长春-净月经济开发区,外资（欧美）,150-500人,['汽车'],"['周末双休', '带薪年假', '五险一金', '绩效奖金', '节日福利', '交通补贴', '通讯补贴', '高温补贴', '补充医疗保险', '采暖补贴']","""本科""",5.0,8.0,6.5
